tanggal,sumber (url),judul berita,konten,politik,hukum,nasional,jumlah label
2025-07-15,https://news.detik.com/foto-news/d-8012544/penandatanganan-mou-dewan-pers-dan-kejagung,Penandatanganan MoU Dewan Pers dan Kejagung,Jakarta - Dewan Pers dan Kejaksaan Agung teken nota kesepahaman terkait penegakan hukum,0,1,0,4
2025-03-27,https://news.detik.com/berita/d-7844378/jokowi-dikit-dikit-bicara-politik-saat-buka-puasa-bersama-prabowo-bahas-apa,"Jokowi Dikit-dikit Bicara Politik Saat Buka Puasa Bersama Prabowo, Bahas Apa?","Presiden ke-7 RI Joko Widodo (Jokowi) sempat menghadiri undangan buka puasa dengan Presiden Prabowo Subianto di Istana Negara, Jakarta",1,0,1,3
2025-07-19,https://news.detik.com/internasional/d-8019381/iran-hukum-gantung-3-pria-pelaku-pemerkosaan,Iran Hukum Gantung 3 Pria Pelaku Pemerkosaan,Otoritas Iran melakukan eksekusi mati terhadap tiga pria yang dinyatakan bersalah atas kasus pemerkosaan,0,0,0,0
2025-07-28,https://news.detik.com/berita/d-8033407/wa-mr-k-dibuka-di-sidang-eks-dirut-taspen-ngaku-serba-salah-menjawab,"WA 'Mr K' Dibuka di Sidang, Eks Dirut Taspen Ngaku Serba Salah Menjawab","Jaksa penuntut umum (JPU) mengungkap isi chat antara Direktur Utama PT Tabungan dan Asuransi Pegawai Negeri (Taspen) Persero 2013-2020, Iqbal Latanro, dan Dirut PT Taspen 2020-2024, Antonius NS Kosasih",0,1,0,4
2025-07-18,https://news.detik.com/berita/d-8018230/rangkaian-acara-hari-anak-nasional-2025-ini-agenda-dan-panduannya,"Rangkaian Acara Hari Anak Nasional 2025, Ini Agenda dan Panduannya",Peringatan Hari Anak Nasional (HAN) ke-41 akan digelar pada 23 Juli 2025,0,0,1,1
2025-04-05,https://news.detik.com/berita/d-7855856/kapolri-bicara-kemungkinan-one-way-nasional-arus-balik-lebaran-dipercepat,Kapolri Bicara Kemungkinan One Way Nasional Arus Balik Lebaran Dipercepat,Rekayasa lalu lintas one way nasional dari Km 414 Gerbang Tol Kalikangkung sampai Km 70 Gerbang Tol Cikampek Utama saat arus balik Lebaran 2025 akan diterapkan Minggu (6/4) besok,0,0,1,1
2025-06-20,https://news.detik.com/berita/d-7973540/periksa-bupati-oku-kpk-dalami-perbuatan-melawan-hukum-di-pengadaan-proyek-pupr,"Periksa Bupati OKU, KPK Dalami Perbuatan Melawan Hukum di Pengadaan Proyek PUPR","KPK telah memeriksa Bupati Ogan Komering Ulu (OKU), Teddy Meilwansyah (TM) sebagai saksi terkait kasus dugaan suap dan pemotongan anggaran pada proyek di Dinas PUPR OKU",0,0,0,0
2024-12-10,https://news.detik.com/berita/d-7679790/wamenag-gestur-politik-prabowo-tunjukkan-ciri-demokrasi-indonesia,Wamenag: Gestur Politik Prabowo Tunjukkan Ciri Demokrasi Indonesia,Wakil Menteri Agama (Wamenag) Romo HR Muhammad Syafi'i menekankan pentingnya menjaga suasana kondusif Pilkada 2024,1,0,0,2
2024-11-11,https://news.detik.com/berita/d-7632194/klarifikasi-pihak-anies-soal-foto-dipakai-di-flyer-iuran-partai-perubahan,Klarifikasi Pihak Anies soal Foto Dipakai di Flyer Iuran Partai Perubahan,Anies Baswedan buka suara soal ramai permintaan iuran atau sumbangan yang mengatasnamakan Partai Perubahan,1,0,0,2
2025-01-20,https://news.detik.com/berita/d-7740528/kuasa-hukum-bicara-kemungkinan-pertemuan-luthfi-yasin-dan-andika-hendi,Kuasa Hukum Bicara Kemungkinan Pertemuan Luthfi-Yasin dan Andika-Hendi,"Kuasa hukum pasangan cagub-cawagub Jawa Tengah nomor urut 2 Ahmad Luthfi dan Taj Yasin, Agus Wijayanto, berbicara pertemuan antara Luthfi-Yasin dengan pasangan nomor urut 2, Andika Perkasa-Hendrar Prihadi (Hendi)",0,1,0,4
2025-06-11,https://news.detik.com/berita/d-7959919/ahy-ungkap-prioritas-utama-strategi-infrastruktur-nasional-apa-saja,"AHY Ungkap Prioritas Utama Strategi Infrastruktur Nasional, Apa Saja?","Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Agus Harimurti Yudhoyono (AHY), menegaskan lima prioritas utama strategi infrastruktur nasional",1,0,1,3
2025-05-10,https://news.detik.com/berita/d-7908227/badan-gizi-nasional-usut-sumber-masalah-171-siswa-bogor-diduga-keracunan-mbg,Badan Gizi Nasional Usut Sumber Masalah 171 Siswa Bogor Diduga Keracunan MBG,"Total siswa TK, SD, dan SMP di Kota Bogor, Jawa Barat, yang diduga keracunan usai mengonsumsi makanan program Makan Bergizi Gratis (MBG) menjadi 171 orang",0,0,0,0
2025-01-15,https://news.detik.com/berita/d-7733130/legislator-nasdem-dorong-proses-hukum-jika-pagar-laut-tangerang-ilegal,Legislator NasDem Dorong Proses Hukum Jika Pagar Laut Tangerang Ilegal,"Anggota Komisi IV DPR Fraksi NasDem Rajiv mengatakan komisinya akan kunjungan kerja spesifik terkait polemik pagar bambu sepanjang 30,16 Km di pantai Tangerang dan 8 Km di pantai Bekasi",1,0,0,2
2024-07-03,https://news.detik.com/pemilu/d-7421802/hendropriyono-soal-politik-dinasti-selama-tak-langgar-hukum-apa-salahnya,"Hendropriyono soal Politik Dinasti: Selama Tak Langgar Hukum, Apa Salahnya?",Mantan Kepala Badan Intelejen Nasional (BIN) Jenderal TNI (Purn) A,0,0,1,1
2025-06-27,https://news.detik.com/berita/d-7984887/daftar-tanggal-merah-2025-usai-27-juni-ini-jadwal-sisa-libur-nasional,"Daftar Tanggal Merah 2025 Usai 27 Juni, Ini Jadwal Sisa Libur Nasional",Informasi tanggal merah setelah libur 27 Juni 2025 cukup banyak dicari usai peringatan Tahun Baru Islam 1447 Hijriah ini,0,0,0,0
2024-08-04,https://news.detik.com/foto-news/d-7472746/potret-layanan-pembuatan-paspor-di-senayan,Potret Layanan Pembuatan Paspor di Senayan,Jakarta - Kementerian Hukum dan Hak Asasi Manusia (Kemenkumham) membuka layanan publik untuk warga Jabodetabek di Senayan,1,0,0,2
2025-07-30,https://news.detik.com/berita/d-8035917/inisial-j-jadi-ketua-dewan-pembina-psi-masih-jadi-misteri,Inisial J Jadi Ketua Dewan Pembina PSI Masih Jadi Misteri,Sosok Ketua Dewan Pembina Partai Solidaritas Indonesia (PSI) masih abu-abu,1,0,1,3
2024-11-15,https://news.detik.com/pilkada/d-7640594/survei-khofifah-49-risma-35-pengamat-politik-sebut-pilkada-jatim-dinamis,"Survei Khofifah 49%, Risma 35%, Pengamat Politik Sebut Pilkada Jatim Dinamis","Pengamat politik yang juga Direktur Eksekutif Lembaga Riset Politik 'Polbrain', Airlangga Pribadi Kusman, menyebut Pilkada Jatim masih akan berlangsung dinamis sampai hari pencoblosan pada 27 November 2024",1,0,0,2
2025-07-22,https://news.detik.com/kolom/d-8023344/jalan-panjang-psi-menuju-perubahan,Jalan Panjang PSI Menuju Perubahan,"Di Solo, Jawa Tengah, Partai Solidaritas Indonesia (PSI) selama dua hari, 19 hingga 20 Juli 2025 tidak hanya menggelar kongres namun di acara itu juga merilis logo baru PSI",1,0,1,3
2025-07-18,https://news.detik.com/berita/d-8018321/eks-direktur-pt-ppi-divonis-4-tahun-penjara-di-kasus-korupsi-impor-gula,Eks Direktur PT PPI Divonis 4 Tahun Penjara di Kasus Korupsi Impor Gula,Mantan Direktur Pengembangan Bisnis PT Perusahaan Perdagangan Indonesia (PPI) Charles Sitorus divonis 4 tahun penjara di kasus korupsi impor gula,0,1,1,5
2024-11-18,https://news.detik.com/pilkada/d-7645235/pwnu-dki-forkabi-dan-fbr-bentuk-satgas-anti-politik-uang-kawal-pilgub-jakarta,"PWNU DKI, Forkabi dan FBR Bentuk Satgas Anti Politik Uang Kawal Pilgub Jakarta",Koalisi Masyarakat Sipil membentuk gerakan anti-money politic atau politik uang untuk mengawal Pilkada Jakarta 2024,1,0,0,2
2025-07-20,https://news.detik.com/berita/d-8020483/kapolri-sma-kemala-taruna-bhayangkara-siapkan-calon-pemimpin-nasional,Kapolri: SMA Kemala Taruna Bhayangkara Siapkan Calon Pemimpin Nasional,Kapolri Jenderal Listyo Sigit Prabowo menjelaskan SMA Kemala Taruna Bhayangkara dipersiapkan untuk mencetak lulusan-lulusan calon pemimpin nasional dan global,0,0,1,1
2024-11-07,https://news.detik.com/berita/d-7626762/parameter-politik-indonesia-dan-voxpol-keluar-dari-persepi,Parameter Politik Indonesia dan Voxpol Keluar dari Persepi,Lembaga survei Parameter Politik Indonesia (PPI) dan Voxpol Center Research and Consulting keluar dari Perkumpulan Survei Opini Publik Indonesia (Persepi),1,0,1,3
2024-08-25,https://news.detik.com/pilkada/d-7508253/safari-partai-politik-anies-baswedan-menuju-pilgub-jakarta,Safari Partai Politik Anies Baswedan Menuju Pilgub Jakarta,Safari politik Anies Baswedan digencarkan menjelang pendaftaran Pilgub Jakarta 2024,1,0,0,2
2025-04-28,https://news.detik.com/berita/d-7889639/as-sdm-kapolri-produksi-jagung-nasional-meningkat-di-triwulan-i-2025,As SDM Kapolri: Produksi Jagung Nasional Meningkat di Triwulan I 2025,"Polri, melalui Gugus Tugas Mendukung Ketahanan Pangan, menyampaikan produksi jagung di skala nasional meningkat pada triwulan pertama 2025",0,1,1,5
2025-07-14,https://news.detik.com/berita/d-8011671/cak-imin-singgung-soal-politik-berbasis-transaksi-jadi-ragu-memposisikan,Cak Imin Singgung soal Politik Berbasis Transaksi: Jadi Ragu Memposisikan,Ketum PKB Muhaimin Iskandar atau Cak Imin menyinggung soal kompetisi politik saat ini yang semakin pragmatis,1,0,0,2
2024-07-31,https://news.detik.com/internasional/d-7466262/pemimpin-hamas-tewas-rusia-pembunuhan-politik-yang-tak-bisa-diterima,"Pemimpin Hamas Tewas, Rusia: Pembunuhan Politik yang Tak Bisa Diterima!","Pemerintah Rusia turut mengomentari kematian pemimpin biro politik Hamas, Ismail Haniyeh, dalam serangan di Iran",1,0,1,3
2025-01-19,https://news.detik.com/berita/d-7739441/pb-hmi-bertemu-menkum-bahas-sinergi-untuk-reformasi-hukum,"PB HMI Bertemu Menkum, Bahas Sinergi untuk Reformasi Hukum",Pengurus Besar Himpunan Mahasiswa Islam (PB HMI) berkunjung ke kantor Kementerian Hukum Republik Indonesia (Kemenkum RI),1,0,1,3
2025-04-21,https://news.detik.com/berita/d-7878640/waisak-nasional-2025-tema-subtema-dan-rangkaian-acaranya,"Waisak Nasional 2025: Tema, Subtema, dan Rangkaian Acaranya",Peringatan Waisak Nasional 2569 BE akan dilaksanakan pada 12 Mei 2025,0,0,1,1
2024-11-01,https://news.detik.com/berita/d-7617178/waka-dpr-soal-wacana-omnibus-law-uu-politik-semua-usulan-ditampung,Waka DPR soal Wacana Omnibus Law UU Politik: Semua Usulan Ditampung,Wakil Ketua DPR RI Adies Kadir menanggapi usulan revisi sejumlah undang-undang (UU) politik via omnibus law,1,0,0,2
2025-07-26,https://news.detik.com/berita/d-8029917/7-pria-perkosa-cabuli-anak-di-pasuruan-pelaku-termasuk-ayah-korban,"7 Pria Perkosa-Cabuli Anak di Pasuruan, Pelaku Termasuk Ayah Korban","Polres Pasuruan menetapkan tujuh orang menjadi tersangka pemerkosaan dan pencabulan terhadap SA, anak perempuan berusia 14 tahun di Pasuruan, Jawa Timur (Jatim)",0,1,0,4
2025-05-09,https://news.detik.com/berita/d-7906660/gedung-mpr-dpr-di-senayan-diusulkan-jadi-cagar-budaya-nasional,Gedung MPR/DPR di Senayan Diusulkan Jadi Cagar Budaya Nasional,"Gedung MPR/DPR RI yang terletak di Senayan, Jakarta, diusulkan naik statusnya menjadi cagar budaya tingkat nasional",1,0,1,3
2025-06-26,https://news.detik.com/berita/d-7983820/kemnaker-dapat-penghargaan-simpul-jaringan-terbaik-nasional-2025-dari-anri,Kemnaker Dapat Penghargaan Simpul Jaringan Terbaik Nasional 2025 dari ANRI,Kementerian Ketenagakerjaan (Kemnaker) mendapatkan penghargaan Simpul Jaringan Terbaik Nasional Tahun 2025 dari Arsip Nasional Republik Indonesia (ANRI),1,0,1,3
2024-11-19,https://news.detik.com/internasional/d-7645932/kantor-politik-hamas-dikabarkan-pindah-dari-qatar-ke-turki-benarkah,"Kantor Politik Hamas Dikabarkan Pindah dari Qatar ke Turki, Benarkah?",Kantor politik kelompok Hamas dikabarkan telah pindah dari Qatar ke Turki,1,0,0,2
2025-07-24,https://news.detik.com/berita/d-8026544/gakkumhut-rilis-capaian-penegakan-hukum-pengendalian-karhutla-mei-juli-2025,Gakkumhut Rilis Capaian Penegakan Hukum-Pengendalian Karhutla Mei-Juli 2025,"Direktorat Jenderal Penegakan Hukum Kehutanan (Ditjen Gakkumhut), Kementerian Kehutanan, menegaskan komitmennya menjaga kelestarian hutan melalui penegakan hukum dan pengendalian kebakaran hutan dan lahan (karhutla)",1,0,0,2
2025-03-28,https://news.detik.com/dw/d-7846378/ekonomi-turki-anjlok-usai-penangkapan-rival-politik-erdogan,Ekonomi Turki Anjlok Usai Penangkapan Rival Politik Erdogan,"Berita tentang penangkapan Ekrem Imamoglu pekan lalu, memicu kerugian besar di pasar modal Turki, dengan banyak investor kehilangan kepercayaan pada kepemimpinan Presiden Recep Tayyip Erdogan",1,0,0,2
2025-01-09,https://news.detik.com/berita/d-7725270/masuk-kerja-di-hari-libur-nasional-simak-ketentuannya,"Masuk Kerja di Hari Libur Nasional, Simak Ketentuannya!",Hari libur nasional yang ditetapkan oleh pemerintah dapat dimanfaatkan oleh pekerja untuk istirahat sejenak dari rutinitas pekerjaan,0,0,1,1
2025-05-17,https://news.detik.com/berita/d-7918686/politik-uang-diungkap-mk-di-pilkada-barito-utara,Politik Uang Diungkap MK di Pilkada Barito Utara,Pasangan nomor urut 1 Gogo Purman Jaga-Hendro Nakalelo dan pasangan nomor urut 2 Akhmad Gunadi-Nadalsyah didiskualifikasi dari kepesertaan Pilbup Barito Utara 2024,0,0,0,0
2025-02-21,https://news.detik.com/berita/d-7789931/bank-jatim-hormati-proses-hukum-kasus-kredit-pastikan-pelayanan-optimal,Bank Jatim Hormati Proses Hukum Kasus Kredit-Pastikan Pelayanan Optimal,"Bank Jatim buka suara terkait penetapan tersangka oleh Kejaksaan Tinggi Daerah Khusus Jakarta (Kejati DK Jakarta) pada tanggal 20 Februari 2025, perihal kasus dugaan manipulasi pemberian kredit yang melibatkan Pemimpin Bank Jatim Cabang Jakarta",0,1,0,4
2024-09-12,https://news.detik.com/berita/d-7538063/hut-fkppi-bamsoet-ingatkan-pentingnya-pembenahan-partai-politik,"HUT FKPPI, Bamsoet Ingatkan Pentingnya Pembenahan Partai Politik",Ketua MPR RI  sekaligus Wakil Ketua Umum FKPPI Bambang Soesatyo (Bamsoet) menekankan bahwa untuk membenahi berbagai permasalahan di Indonesia harus dimulai dengan terlebih dahulu membenahi sistem rekrutmen dan pengkaderan di partai politik,1,0,1,3
2025-01-13,https://news.detik.com/kolom/d-7730131/pertaruhan-format-baru-ujian-nasional,Pertaruhan Format Baru Ujian Nasional,Wacana kembalinya Ujian Nasional (UN) ke sistem pendidikan Indonesia mengundang diskusi kritis di tengah masyarakat,0,0,1,1
2025-06-26,https://news.detik.com/berita/d-7982728/ahli-hukum-ini-nilai-justice-collaborator-dijadikan-pp-kurang-tepat,Ahli Hukum Ini Nilai Justice Collaborator Dijadikan PP Kurang Tepat,Presiden Prabowo Subianto meneken Peraturan Pemerintah Nomor 24 Tahun 2025 yang isinya memberikan penghargaan berupa hukuman ringan hingga bebas bersyarat kepada saksi pelaku tindak pidana yang bersedia bekerja sama dengan penegak hukum untuk mengungkap kasus pidana atau justice collaborator (JC),1,1,1,7
2025-04-19,https://news.detik.com/berita/d-7875781/bawaslu-dalami-dugaan-politik-uang-terkait-penangkapan-12-orang-di-serang,Bawaslu Dalami Dugaan Politik Uang Terkait Penangkapan 12 Orang di Serang,Bawaslu RI menerima laporan operasi tangkap tangan (OTT) terhadap 12 orang diduga melakukan praktek politik uang,1,0,0,2
2025-05-15,https://news.detik.com/kolom/d-7916180/indonesia-emas-di-tengah-gejolak-dan-eskalasi-ekonomi-politik-global,Indonesia Emas di Tengah Gejolak dan Eskalasi Ekonomi Politik Global,"Di tengah ketidakpastian ekonomi-politik global, Indonesia membuka lembaran baru di bawah kepemimpinan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka",1,0,1,3
2024-12-24,https://news.detik.com/berita/d-7702684/pkn-minta-masyarakat-percaya-ke-kpk-tangani-proses-hukum-hasto,PKN Minta Masyarakat Percaya ke KPK Tangani Proses Hukum Hasto,KPK menetapkan Sekjen PDIP Hasto Kristiyanto sebagai tersangka kasus dugaan suap terhadap mantan Komisioner KPU Wahyu Setiawan,1,1,0,6
2025-06-26,https://news.detik.com/berita/d-7984010/pakar-hukum-bicara-denda-damai-pelaku-korupsi-di-kasus-pajak-hingga-perbankan,Pakar Hukum Bicara Denda Damai Pelaku Korupsi di Kasus Pajak hingga Perbankan,"Guru besar hukum, Pujiyono Suwadi, berbicara tentang denda damai untuk tindak pidana korupsi (tipikor)",0,1,0,4
2024-08-07,https://news.detik.com/foto-news/d-7477305/ini-sosok-yahya-sinwar-yang-jadi-pemimpin-baru-hamas,Ini Sosok Yahya Sinwar yang Jadi Pemimpin Baru Hamas,Palestina - Hamas menunjuk Yahya Sinwar sebagai pemimpin politik barunya menggantikan Ismail Haniyeh yang tewas terbunuh di Teheran,1,0,0,2
2024-09-28,https://news.detik.com/pilkada/d-7562878/panaskan-mesin-politik-pdi-perjuangan-banten-solid-menangkan-airin-ade,"Panaskan Mesin Politik, PDI Perjuangan Banten Solid Menangkan Airin-Ade","DPD PDI Perjuangan Banten menggelar Rapat Kerja Daerah Khusus (Rakerdasus) di Kantor DPD PDI Perjuangan Banten, dan dihadiri oleh ratusan kader mulai dari pengurus DPD, DPC, hingga ranting se-Provinsi Banten",1,0,0,2
2025-02-16,https://news.detik.com/berita/d-7780922/bakal-dilantik-bareng-ayah-anak-pramono-anung-ngaku-tak-ada-ambisi-politik,"Bakal Dilantik Bareng Ayah, Anak Pramono Anung Ngaku Tak Ada Ambisi Politik","Bupati Kediri terpilih, Hanindhito Himawan Permana, akan dilantik sebagai kepala daerah pada 20 Februari mendatang",0,0,0,0
2025-07-24,https://news.detik.com/dw/d-8027509/icj-negara-wajib-lindungi-iklim-atau-dianggap-langgar-hukum,ICJ: Negara Wajib Lindungi Iklim atau Dianggap Langgar Hukum,"Mahkamah Internasional (ICJ) menyatakan bahwa lingkungan yang bersih, sehat, dan berkelanjutan adalah hak asasi manusia",0,1,1,5
2025-02-14,https://news.detik.com/berita/d-7778051/praperadilan-hasto-tak-diterima-icw-status-tersangka-bukan-rekayasa-politik,"Praperadilan Hasto Tak Diterima, ICW: Status Tersangka Bukan Rekayasa Politik","Gugatan praperadilan yang diajukan Sekjen PDIP, Hasto Kristiyanto tidak diterima",0,1,0,4
2025-05-22,https://news.detik.com/berita/d-7926980/menbud-dorong-museum-jadi-pilar-infrastruktur-kebudayaan-nasional,Menbud Dorong Museum Jadi Pilar Infrastruktur Kebudayaan Nasional,"Menteri Kebudayaan RI, Fadli Zon membuka seminar internasional 'SEA Museum Collaboration: Innovating Museum Public Programs for a Rapidly Changing Society'",1,0,1,3
2025-07-24,https://news.detik.com/berita/d-8027915/menteri-lh-puji-kehadiran-kapolri-di-riau-penting-untuk-penegakan-hukum-karhutla,"Menteri LH Puji Kehadiran Kapolri di Riau, Penting untuk Penegakan Hukum Karhutla",Kapolri Jenderal Listyo Sigit Prabowo terbang dari Jakarta ke Riau untuk meninjau kebakaran hutan dan lahan (karhutla),0,0,0,0
2025-06-11,https://news.detik.com/berita/d-7959891/ahy-infrastruktur-bukan-hanya-urusan-nasional-bagian-kesepakatan-global,"AHY: Infrastruktur Bukan Hanya Urusan Nasional, Bagian Kesepakatan Global","Dalam sambutan pembukaannya pada International Conference on Infrastructure (ICI) 2025 di Jakarta International Convention Center (JICC), Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Agus Harimurti Yudhoyono (AHY), menekankan bahwa infrastruktur hari ini bukan lagi sekadar agenda nasional, melainkan bagian dari komitmen global untuk membangun masa depan yang tangguh, adil, dan kolaboratif",1,0,1,3
2025-03-17,https://news.detik.com/berita/d-7827320/ronald-tannur-kami-sekeluarga-taat-hukum-ini-kasus-yang-pertama,"Ronald Tannur: Kami Sekeluarga Taat Hukum, Ini Kasus yang Pertama",Gregorius Ronald Tannur mengatakan ia dan keluarganya merupakan rakyat Indonesia yang taat hukum,0,0,1,1
2024-11-23,https://news.detik.com/foto-news/d-7652609/pramono-rano-unggul-versi-survei-indikator,Pramono-Rano Unggul Versi Survei Indikator,Jakarta - Survei Indikator Politik Indonesia merilis hasil survei elektabilitas cagub dan cawagub Jakarta,1,0,1,3
2024-08-21,https://news.detik.com/berita/d-7500388/pan-tak-setuju-jimly-sebut-politik-ri-seperti-kerajaan-beda-tafsir-saja,PAN Tak Setuju Jimly Sebut Politik RI Seperti Kerajaan: Beda Tafsir Saja,Mantan Ketua Mahkamah Konstitusi (MK) Jimly Asshiddiqie menyebutkan budaya politik Indonesia seperti kerajaan atau monarki meski bentuk pemerintahannya republik,1,1,1,7
2025-07-25,https://news.detik.com/berita/d-8028973/pengoplosan-lpg-di-cileungsi-digerebek-lagi-506-tabung-disita,"Pengoplosan LPG di Cileungsi Digerebek Lagi, 506 Tabung Disita","Polisi menggerebek tempat pengoplosan LPG (liquefied petroleum gas) di wilayah Desa Dayeuh, Cileungsi, Bogor, Jawa Barat (Jabar)",0,0,0,0
2025-05-08,https://news.detik.com/berita/d-7905883/polres-serang-amankan-66-preman-saat-operasi-pekat-13-orang-diproses-hukum,"Polres Serang Amankan 66 Preman Saat Operasi Pekat, 13 Orang Diproses Hukum",Operasi pekat pemberantasan premanisme di lingkungan Kabupaten Serang menjaring 66 preman,0,0,0,0
2025-07-14,https://news.detik.com/berita/d-8010964/jokowi-curiga-ada-agenda-besar-politik-di-balik-polemik-ijazah-pemakzulan,Jokowi Curiga Ada Agenda Besar Politik di Balik Polemik Ijazah-Pemakzulan,Presiden ke-7 Joko Widodo (Jokowi) mengungkap kecurigaannya terkait polemik ijazah palsu hingga pemakzulan Wakil Presiden Gibran Rakabuming Raka,1,0,0,2
2025-01-21,https://news.detik.com/berita/d-7742717/kpk-usut-dugaan-korupsi-pertamina-patra-niaga-hormati-proses-hukum,"KPK Usut Dugaan Korupsi, Pertamina Patra Niaga Hormati Proses Hukum",Komisi Pemberantasan Korupsi (KPK) tengah mengusut kasus dugaan korupsi terkait proyek Digitalisasi SPBU PT Pertamina periode 2018-2023,0,1,0,4
2025-02-24,https://news.detik.com/berita/d-7792828/puan-selamat-atas-peluncuran-danantara-semoga-gerakkan-ekonomi-nasional,"Puan: Selamat atas Peluncuran Danantara, Semoga Gerakkan Ekonomi Nasional",Ketua DPR RI Puan Maharani mengapresiasi peluncuran Badan Pengelola Investasi Daya Anagata Nusantara (Danantara) oleh Presiden Prabowo Subianto,1,0,0,2
2024-12-29,https://news.detik.com/berita/d-7708177/nasdem-ungkap-alasan-paloh-tak-ikut-pertemuan-ketum-parpol-kim-plus-prabowo,NasDem Ungkap Alasan Paloh Tak Ikut Pertemuan Ketum Parpol KIM Plus-Prabowo,"Ketua Umum Partai NasDem Surya Paloh tak menghadiri pertemuan para ketua umum (ketum) partai-partai Koalisi Indonesia Maju (KIM) Plus dengan Presiden Prabowo Subianto di kediaman Jalan Kertanegara, Jakarta Selatan",1,0,1,3
2025-05-20,https://news.detik.com/berita/d-7924060/ketum-soksi-tolak-jika-ada-munaslub-golkar-tak-boleh-terjadi,Ketum SOKSI Tolak Jika Ada Munaslub Golkar: Tak Boleh Terjadi,"Ketua Umum organisasi sayap Partai Golkar, Sentral Organisasi Karyawan Swadiri Indonesia (SOKSI), Ahmadi Noor Supit, mengatakan pihaknya menolak jika ada usulan dilakukannya Musyawarah Luar Biasa (Munaslub) Partai Golkar",1,0,1,3
2024-10-26,https://news.detik.com/pilkada/d-7606978/hasbi-singgung-sanuji-jadikan-isu-dob-cilangkahan-dagangan-politik,Hasbi Singgung Sanuji Jadikan Isu DOB Cilangkahan Dagangan Politik,Calon Bupati Lebak nomor urut 1 Hasbi Jayabaya menyinggung calon Bupati Lebak nomor urut 3 Sanuji Pentamarta soal DOB Cilangkahan dalam debat Pilbup Lebak 2024,0,0,0,0
2024-10-29,https://news.detik.com/berita/d-7612366/legislator-pks-mungkin-nggak-sih-ruu-perampasan-aset-jadi-alat-politik,Legislator PKS: Mungkin Nggak Sih RUU Perampasan Aset Jadi Alat Politik?,"Anggota Badan Legislasi (Baleg) DPR RI Fraksi PKS, Muhammad Kholid, menyoroti RUU Perampasan Aset yang kerap diusulkan untuk masuk Prolegnas 2024-2029",1,0,0,2
2024-11-29,https://news.detik.com/kolom/d-7661446/politik-bebas-aktif-dan-refleksi-hari-solidaritas-palestina,Politik Bebas Aktif dan Refleksi Hari Solidaritas Palestina,"Hari Solidaritas Palestina yang diperingati setiap 29 November bukan sekadar momen untuk mengenang perjuangan bangsa Palestina, tetapi juga menjadi pengingat bagi kita semua tentang pentingnya memperjuangkan keadilan dan hak asasi manusia di dunia ini",0,0,0,0
2025-05-01,https://news.detik.com/foto-news/d-7893706/aksi-bersih-bersih-sungai-citarum-peringati-hari-peduli-sampah-nasional,Aksi Bersih-bersih Sungai Citarum Peringati Hari Peduli Sampah Nasional,"Cihampelas - Relawan bersama warga membersihkan sampah di Sungai Citarum, Cihampelas, Kabupaten Bandung Barat",0,0,0,0
2025-03-29,https://news.detik.com/berita/d-7848015/kakorlantas-one-way-nasional-dicabut-besok-pukul-9-pagi,Kakorlantas: One Way Nasional Dicabut Besok Pukul 9 Pagi,Kakorlantas Polri Irjen Agus Suryonugroho mengatakan kebijakan one way nasional pada saat arus mudik akan dicabut pada Minggu besok,0,0,1,1
2024-12-21,https://news.detik.com/berita/d-7697702/mahfud-soal-prabowo-maafkan-koruptor-menurut-hukum-tidak-boleh,Mahfud soal Prabowo Maafkan Koruptor: Menurut Hukum Tidak Boleh,"Menurut Presiden Prabowo Subianto, koruptor dimaafkan saja asal koruptor tersebut mengembalikan uang hasil korupsi ke negara",1,1,1,7
2025-01-05,https://news.detik.com/berita/d-7718288/mk-hapus-pt-20-doli-golkar-dorong-revisi-uu-politik-secara-komprehensif,"MK Hapus PT 20%, Doli Golkar Dorong Revisi UU Politik Secara Komprehensif",Waketum Golkar Ahmad Doli Kurnia menegaskan pihaknya menghormati putusan Mahkamah Konstitusi (MK) yang menghapus ambang batas atau presidential threshold (PT) minimal 20% kursi DPR sebagai syarat pencalonan presiden dan wakil presiden,1,1,0,6
2025-07-25,https://news.detik.com/berita/d-8029383/apa-itu-akta-van-dading-simak-pengertian-hingga-kegunaannya,Apa Itu Akta Van Dading? Simak Pengertian hingga Kegunaannya,Pernahkah kamu mendengar istilah Akta Van Dading,0,0,0,0
2025-05-20,https://news.detik.com/berita/d-7923391/legislator-pkb-bicara-hukum-lihat-popularitas-jampidsus-tidak-begitu-niat-kami,"Legislator PKB Bicara 'Hukum Lihat Popularitas', Jampidsus: Tidak Begitu Niat Kami","Anggota Komisi III DPR RI, Hasbiallah Ilyas, menyoroti penghitungan aset yang dilakukan oleh Kejaksaan Agung dalam suatu perkara",1,1,0,6
